name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,price
"KEEBLER, Fudge Sticks, FUDGE SHOPPE",100 g,529,27g,17g,0,131.00 mg,0,27.00 mcg,0,1.100 mg,0,0.110 mg,0.140 mg,0,0,0,0,0,0,0,0,0.010 mg,0,1.00 IU,0,0,0,0,0,1.30 mg,19.00 mg,0,49.00 mg,184.00 mg,0,0.30 mg,2.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.80 g,1.3 g,53.00 g,0,0,0,0,0,0,27.10 g,16.900 g,3.200 g,5.900 g,0.00 mg,0,0,0,0,1.00 g,0.6517
"Soup, ready-to-serve, chicken broth",100 g,6,0.2g,,2mg,371.00 mg,1.0 mg,0.00 mcg,0.00 mcg,0.219 mg,0.000 mg,0.059 mg,0.021 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,0.00 mcg,0,0.02 mcg,0.000 mg,0.0 mg,0.00 IU,0.04 mg,0.04 mg,0.0 mcg,4.00 mg,0.015 mg,0.07 mg,1.00 mg,0.015 mg,4.00 mg,18.00 mg,0.4 mcg,0.07 mg,0.64 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44 g,0.0 g,0.43 g,0,0,0,0,0,0,0.21 g,0.013 g,0.019 g,0.009 g,2.00 mg,0.0 g,0.90 g,0.00 mg,0.00 mg,97.81 g,0.1995
"Tomatoes, stewed, cooked, ripe, red",100 g,79,2.7g,0.5g,0,455.00 mg,0,11.00 mcg,0.00 mcg,1.110 mg,0.256 mg,0.080 mg,0.108 mg,666.00 IU,33.00 mcg,0,0,0,0,0,0.00 mcg,0.086 mg,18.2 mg,0.00 IU,0,0,0,26.00 mg,0.095 mg,1.06 mg,15.00 mg,0.193 mg,38.00 mg,247.00 mg,1.2 mcg,0.18 mg,1.96 g,0.063 g,0.067 g,0.174 g,0.029 g,0.643 g,0.063 g,0.036 g,0,0.064 g,0.106 g,0.062 g,0.024 g,0.075 g,0.130 g,0.077 g,0.054 g,0.019 g,0.041 g,0.075 g,13.05 g,1.7 g,0,0,0,0,0,0,0,2.68 g,0.521 g,1.048 g,0.878 g,0.00 mg,0.0 g,1.68 g,0,0,80.63 g,0.3325
"Snacks, very low sodium, corn cakes",100 g,387,2.4g,0.4g,0,28.00 mg,0,19.00 mcg,0.00 mcg,5.150 mg,0.830 mg,0.050 mg,0.250 mg,242.00 IU,12.00 mcg,0,0,0,0,0,0.00 mcg,0.140 mg,0.0 mg,0,0,0,0,19.00 mg,0.420 mg,1.40 mg,114.00 mg,1.815 mg,157.00 mg,157.00 mg,9.9 mcg,2.00 mg,8.10 g,0.540 g,0.506 g,0.659 g,0.124 g,1.584 g,0.365 g,0.227 g,0,0.316 g,0.837 g,0.267 g,0.177 g,0.408 g,0.548 g,0.402 g,0.301 g,0.081 g,0.317 g,0.442 g,83.40 g,0,0,0,0,0,0,0,0,2.40 g,0.420 g,0.760 g,0.930 g,0.00 mg,0,1.50 g,0,0,4.60 g,0.3857
"KELLOGG'S, Homestyle, Waffles, EGGO",100 g,278,11g,2.6g,26mg,586.00 mg,0,90.00 mcg,0,6.100 mg,0,0.520 mg,0.455 mg,1521.00 IU,457.00 mcg,0,0,0,0,0,1.80 mcg,0.610 mg,0,2.00 IU,0.00 mg,0.00 mg,0,232.00 mg,0,6.60 mg,17.00 mg,0,313.00 mg,86.00 mg,0,0.50 mg,6.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.80 g,1.2 g,2.70 g,0,0,0,0,0,0,10.55 g,2.600 g,2.750 g,4.450 g,26.00 mg,0,0,0,0,39.43 g,0.4256
"Snacks, cheese-flavor, potato chips",100 g,496,27g,8.6g,4mg,458.00 mg,0,0.00 mcg,0.00 mcg,5.000 mg,0.790 mg,0.158 mg,0.155 mg,33.00 IU,10.00 mcg,0,0,0,0,0,0.00 mcg,0.348 mg,54.1 mg,0,0,0,0,72.00 mg,0.250 mg,1.84 mg,75.00 mg,0.446 mg,299.00 mg,1528.00 mg,0,0.91 mg,8.50 g,0.299 g,0.400 g,1.494 g,0.104 g,1.446 g,0.268 g,0.194 g,0,0.392 g,0.594 g,0.554 g,0.116 g,0.388 g,0.394 g,0.357 g,0.365 g,0.073 g,0.329 g,0.501 g,57.70 g,5.2 g,0,0,0,0,0,0,0,27.20 g,8.600 g,7.720 g,9.560 g,4.00 mg,0,4.80 g,0,0,1.80 g,0.8113
"KEEBLER, Minis Multigrain Crackers, CLUB",100 g,470,20g,4.5g,0,876.00 mg,0,100.00 mcg,0,3.100 mg,0,0.260 mg,0.380 mg,0,0,0,0,0,0,0,0.00 mcg,0.100 mg,0,0.00 IU,0.00 mg,0.00 mg,0,0,0,4.50 mg,39.00 mg,0,221.00 mg,153.00 mg,0,1.30 mg,7.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.40 g,3.7 g,10.70 g,0,0,0,0,0,0,19.80 g,4.500 g,4.800 g,9.200 g,0.00 mg,0,0,0,0,2.00 g,0.6118
"GLUTINO, Lemon Flavored, Gluten Free Wafers",100 g,515,24g,11g,0,111.00 mg,0,0.00 mcg,0,0.065 mg,0.000 mg,0.074 mg,0.045 mg,0,0,0,0,0,0,0,0,0.000 mg,0,0,3.12 mg,3.12 mg,0,9.00 mg,0.000 mg,0.18 mg,3.00 mg,0.019 mg,39.00 mg,36.00 mg,0.0 mcg,0.03 mg,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.39 g,0.0 g,42.31 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,42.31 g,24.18 g,10.501 g,8.312 g,2.670 g,0,0,0.30 g,0,0,1.12 g,1.9817
"KASHI, Fire Roasted Vegetable Crackers, TLC",100 g,389,12g,1.1g,0,664.00 mg,0,24.00 mcg,0,4.700 mg,0,0.240 mg,0.390 mg,333.00 IU,100.00 mcg,0,0,0,0,0,0.00 mcg,0.290 mg,4.0 mg,0.00 IU,0.90 mg,0.90 mg,0,67.00 mg,0,2.40 mg,71.00 mg,0,469.00 mg,773.00 mg,0,1.50 mg,12.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.60 g,8.7 g,7.30 g,0,0,0,0,0,0,12.20 g,1.100 g,5.800 g,3.700 g,0.00 mg,0,0,0,0,2.50 g,1.4763
"Ham, regular (approximately 11% fat), sliced",100 g,163,8.6g,2.9g,57mg,1143.00 mg,81.9 mg,7.00 mcg,0.00 mcg,2.904 mg,0.435 mg,0.178 mg,0.626 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.42 mcg,0.329 mg,4.0 mg,29.00 IU,0.08 mg,0.08 mg,0.0 mcg,24.00 mg,0.089 mg,1.02 mg,22.00 mg,0.557 mg,153.00 mg,287.00 mg,20.7 mcg,1.35 mg,16.60 g,0.731 g,0.837 g,1.146 g,0.160 g,1.934 g,0.681 g,0.477 g,0.000 g,0.573 g,0.986 g,1.110 g,0.319 g,0.497 g,0.547 g,0.518 g,0.558 g,0.155 g,0.422 g,0.670 g,3.83 g,1.3 g,0.00 g,0,0,0,0,0,0,8.60 g,2.936 g,4.354 g,0.789 g,57.00 mg,0.0 g,3.70 g,0.00 mg,0.00 mg,67.27 g,1.6359
"SPAGHETTIOS, Mini Beef Ravioli in Meat Sauce",100 g,99,1.7g,0.8g,4mg,409.00 mg,0,23.00 mcg,0,1.544 mg,0,0.066 mg,0.058 mg,193.00 IU,0,0,0,0,0,0,0,0,0.5 mg,0.00 IU,0,0,0,15.00 mg,0,0.69 mg,0,0,0,0,0,0,4.25 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.60 g,1.9 g,5.41 g,0,0,0,0,0,0,1.74 g,0.772 g,0,0,4.00 mg,0,1.81 g,0,0,75.60 g,0.532
"KELLOGG'S, Low Fat, Homestyle, Waffles, EGGO",100 g,229,3.5g,0.9g,23mg,393.00 mg,0,92.00 mcg,0,5.700 mg,0,0.490 mg,0.430 mg,1429.00 IU,429.00 mcg,0,0,0,0,0,1.70 mcg,0.570 mg,0,2.00 IU,0.00 mg,0.00 mg,0,378.00 mg,0,6.40 mg,17.00 mg,0,286.00 mg,88.00 mg,0,0.50 mg,6.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.90 g,1.3 g,4.50 g,0,0,0,0,0,0,3.50 g,0.900 g,0.800 g,1.400 g,23.00 mg,0,0,0,0,41.80 g,0.3857
"Soup, prepared with water, cubed, beef broth",100 g,3,0.1g,,0,260.00 mg,1.4 mg,0.00 mcg,0.00 mcg,0.049 mg,0.004 mg,0.003 mg,0.002 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.01 mcg,0.003 mg,0.0 mg,0.00 IU,0.01 mg,0.01 mg,0.0 mcg,4.00 mg,0.010 mg,0.02 mg,2.00 mg,0.006 mg,3.00 mg,6.00 mg,0.3 mcg,0.01 mg,0.21 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25 g,0.0 g,0.20 g,0,0,0,0,0,0,0.08 g,0.040 g,0.033 g,0.003 g,0.00 mg,0.0 g,0.77 g,0.00 mg,0.00 mg,98.69 g,0.4256
"SPAGHETTIOS, easy open, SpaghettiOs Original",100 g,70,0.5g,0.2g,2mg,225.00 mg,0,28.00 mcg,0,0.939 mg,0,0.080 mg,0.106 mg,235.00 IU,0,0,0,0,0,0,0.00 mcg,0.000 mg,0.0 mg,0,0.00 mg,0.00 mg,0,9.00 mg,0,0.85 mg,19.00 mg,0,38.00 mg,178.00 mg,0,0.42 mg,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.55 g,1.4 g,4.23 g,0,0,0,0,0,0,0.47 g,0.235 g,0.000 g,0.235 g,2.00 mg,0,1.30 g,0,0,81.40 g,0.1596
"Vegetable smoothie, KALE BLAZER, NAKED JUICE",100 g,28,0.1g,,0,13.00 mg,0.4 mg,33.00 mcg,0.00 mcg,0.330 mg,0,0.105 mg,0.100 mg,374.00 IU,19.00 mcg,7.00 mcg,213.00 mcg,16.00 mcg,479.00 mcg,0,0.00 mcg,0.055 mg,3.9 mg,0.00 IU,0.80 mg,0.80 mg,269.7 mcg,33.00 mg,0.033 mg,0.25 mg,15.00 mg,0.230 mg,22.00 mg,178.00 mg,0.8 mcg,0.08 mg,0.80 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00 g,0.7 g,6.05 g,2.50 g,0.00 g,1.45 g,0.00 g,0.00 g,2.10 g,0.07 g,0.027 g,0.013 g,0.028 g,0.00 mg,0.0 g,0.46 g,0.00 mg,0.00 mg,91.67 g,0.665
"Cereals ready-to-eat, KELLOGG'S KRAVE Smores",100 g,401,11g,2.4g,0,342.00 mg,0,323.00 mcg,0,16.100 mg,0,1.370 mg,1.210 mg,3333.00 IU,0,0,0,0,0,0,5.00 mcg,1.610 mg,48.0 mg,133.00 IU,0,0,0,57.00 mg,0,14.50 mg,32.00 mg,0,97.00 mg,245.00 mg,0,5.00 mg,7.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.40 g,9.4 g,31.70 g,0,0,0,0,0,0,10.89 g,2.400 g,2.900 g,5.500 g,0.00 mg,0,1.89 g,0,0,3.50 g,0.7448
"Snacks, white corn, unsalted, tortilla chips",100 g,503,23g,2.5g,0,15.00 mg,18.1 mg,10.00 mcg,0.00 mcg,1.262 mg,1.185 mg,0.100 mg,0.015 mg,82.00 IU,4.00 mcg,24.00 mcg,37.00 mcg,0.00 mcg,507.00 mcg,0,0.36 mcg,0.213 mg,0.0 mg,0.00 IU,3.53 mg,3.53 mg,0.7 mcg,174.00 mg,0.523 mg,2.32 mg,146.00 mg,0,200.00 mg,215.00 mg,6.7 mcg,2.46 mg,7.79 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.32 g,5.3 g,1.00 g,0.07 g,0.00 g,0.07 g,0.00 g,0.00 g,0.85 g,23.36 g,2.458 g,9.520 g,9.956 g,0.00 mg,0.0 g,1.44 g,0.00 mg,0.00 mg,2.09 g,0.4389
"Cinnamon buns, frosted (includes honey buns)",100 g,452,27g,13g,5mg,305.00 mg,10.6 mg,72.00 mcg,53.00 mcg,2.404 mg,0.337 mg,0.138 mg,0.211 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,6.00 mcg,0,0.16 mcg,0.038 mg,0.3 mg,0.00 IU,1.15 mg,1.15 mg,15.2 mcg,183.00 mg,0.062 mg,1.37 mg,14.00 mg,0.292 mg,131.00 mg,102.00 mg,13.0 mcg,0.53 mg,4.45 g,0.180 g,0.218 g,0.297 g,0.093 g,1.553 g,0.172 g,0.126 g,0,0.226 g,0.410 g,0.215 g,0.104 g,0.264 g,0.568 g,0.273 g,0.176 g,0.068 g,0.189 g,0.255 g,48.60 g,1.2 g,25.70 g,1.11 g,0.00 g,3.05 g,0.00 g,1.43 g,20.11 g,26.61 g,12.649 g,8.723 g,3.676 g,5.00 mg,0.0 g,1.36 g,0.00 mg,0.00 mg,18.98 g,0.931
"PEPPERIDGE FARM, Jewish Rye Bread (Seedless)",100 g,253,3.4g,0.9g,0,528.00 mg,0,0,0,3.100 mg,0,0.300 mg,0.005 mg,0.00 IU,0,0,0,0,0,0,0,0,0.0 mg,0,0,0,0,82.00 mg,0,8.40 mg,0,0,0,0,0,0,0.01 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.00 g,4.7 g,3.10 g,0,0,0,0,0,0,3.40 g,0.900 g,0.600 g,1.200 g,0.00 mg,0,2.50 g,0,0,38.98 g,0.4256
Wonton wrappers (includes egg roll wrappers),100 g,291,1.5g,0.3g,9mg,572.00 mg,0,86.00 mcg,69.00 mcg,5.424 mg,0.025 mg,0.378 mg,0.519 mg,14.00 IU,4.00 mcg,0,0,0,0,0,0.02 mcg,0.030 mg,0.0 mg,0,0,0,0,47.00 mg,0.147 mg,3.36 mg,20.00 mg,0.638 mg,81.00 mg,82.00 mg,28.2 mcg,0.71 mg,9.80 g,0.307 g,0.348 g,0.413 g,0.221 g,3.384 g,0.336 g,0.209 g,0,0.369 g,0.684 g,0.204 g,0.176 g,0.486 g,1.134 g,0.483 g,0.268 g,0.114 g,0.273 g,0.417 g,57.90 g,1.8 g,0,0,0,0,0,0,0,1.50 g,0.263 g,0.195 g,0.610 g,9.00 mg,0.0 g,1.90 g,0,0,28.80 g,0.4123
"Cake, fat-free, commercially prepared, pound",100 g,283,1.2g,0.3g,0,341.00 mg,6.8 mg,43.00 mcg,39.00 mcg,0.686 mg,0.346 mg,0.302 mg,0.125 mg,95.00 IU,29.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,2.00 mcg,0,0.00 mcg,0.012 mg,0.0 mg,0.00 IU,0.01 mg,0.01 mg,0.1 mcg,43.00 mg,0.058 mg,2.06 mg,10.00 mg,0.137 mg,146.00 mg,110.00 mg,5.3 mcg,0.31 mg,5.40 g,0.251 g,0.256 g,0.434 g,0.122 g,1.069 g,0.178 g,0.120 g,0,0.275 g,0.434 g,0.318 g,0.149 g,0.288 g,0.358 g,0.333 g,0.214 g,0.070 g,0.197 g,0.312 g,61.00 g,1.1 g,34.34 g,0,0,0,0,0,0,1.20 g,0.259 g,0.166 g,0.424 g,0.00 mg,0.0 g,1.50 g,0.00 mg,0.00 mg,31.00 g,0.4256
"WENDY'S, no cheese, CLASSIC SINGLE Hamburger",100 g,213,11g,3.7g,35mg,395.00 mg,0,0,0,3.225 mg,0.336 mg,0.205 mg,0.275 mg,0,0,0,0,0,0,0,1.45 mcg,0.114 mg,0.5 mg,0,0,0,9.0 mcg,34.00 mg,0.139 mg,2.73 mg,18.00 mg,0.187 mg,103.00 mg,195.00 mg,18.2 mcg,2.47 mg,12.63 g,0.699 g,0.666 g,0.997 g,0.153 g,2.145 g,0.801 g,0.301 g,0,0.459 g,0.827 g,0.769 g,0.240 g,0.461 g,0.754 g,0.491 g,0.459 g,0.133 g,0.251 g,0.524 g,16.82 g,1.3 g,0,1.32 g,0,1.14 g,0.00 g,0.22 g,0.00 g,10.60 g,3.689 g,4.077 g,1.550 g,35.00 mg,0,1.54 g,0,0,58.41 g,0.8246
"Bread, french or vienna (includes sourdough)",100 g,272,2.4g,0.5g,0,602.00 mg,8.0 mg,123.00 mcg,67.00 mcg,4.817 mg,0.455 mg,0.427 mg,0.710 mg,1.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,45.00 mcg,0,0.00 mcg,0.107 mg,0.0 mg,0.00 IU,0.21 mg,0.21 mg,0.7 mcg,52.00 mg,0.152 mg,3.91 mg,32.00 mg,0.577 mg,105.00 mg,117.00 mg,28.6 mcg,1.04 mg,10.75 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.88 g,2.2 g,4.62 g,0.51 g,0.00 g,0.40 g,0.00 g,3.70 g,0.00 g,2.42 g,0.529 g,0.362 g,0.855 g,0.00 mg,0.0 g,1.96 g,0.00 mg,0.00 mg,33.00 g,0.4389
"CRACKER BARREL, country fried shrimp platter",100 g,287,17g,3.1g,89mg,1050.00 mg,0,0,0,0.870 mg,0,0.085 mg,0.110 mg,5.00 IU,1.00 mcg,0,0,0,0,0,0.69 mcg,0.066 mg,0,0,1.88 mg,1.88 mg,0,43.00 mg,0.107 mg,1.53 mg,19.00 mg,0.408 mg,210.00 mg,86.00 mg,0,0.80 mg,12.62 g,0.613 g,0.804 g,1.058 g,0.169 g,2.549 g,0.539 g,0.233 g,0,0.518 g,0.941 g,0.730 g,0.296 g,0.539 g,0.687 g,0.508 g,0.402 g,0.148 g,0.338 g,0.560 g,21.40 g,0.3 g,0,0,0,0,0,0,0,16.77 g,3.064 g,3.787 g,8.519 g,89.00 mg,0,3.13 g,0,0,46.08 g,2.128
"Gums, seed gums (includes locust bean, guar)",100 g,332,0.5g,0.1g,0,125.00 mg,0.0 mg,0.00 mcg,0.00 mcg,0.000 mg,0,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,294.00 mg,0.000 mg,0.00 mg,0.00 mg,0,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,4.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.30 g,77.3 g,0.00 g,0,0,0,0,0,0,0.50 g,0.060 g,0.220 g,0.070 g,0.00 mg,0.0 g,2.60 g,0.00 mg,0.00 mg,15.00 g,2.7132
"Snacks, unsalted, wheat-based, sesame sticks",100 g,541,37g,6.5g,0,29.00 mg,0,22.00 mcg,0.00 mcg,1.552 mg,0.234 mg,0.063 mg,0.123 mg,88.00 IU,4.00 mcg,0,0,0,0,0,0.00 mcg,0.086 mg,0.0 mg,0,0,0,0,170.00 mg,0.406 mg,0.74 mg,45.00 mg,0.904 mg,138.00 mg,177.00 mg,17.1 mcg,1.17 mg,10.90 g,0.389 g,0.650 g,0.716 g,0.201 g,3.089 g,0.436 g,0.259 g,0,0.420 g,0.767 g,0.359 g,0.192 g,0.545 g,0.994 g,0.545 g,0.330 g,0.144 g,0.353 g,0.468 g,46.50 g,0,0,0,0,0,0,0,0,36.70 g,6.480 g,10.910 g,17.420 g,0.00 mg,0,3.90 g,0,0,2.00 g,0.7581
"POPEYES, analyzed 2006, Spicy Chicken Strips",100 g,253,11g,4.7g,53mg,997.00 mg,0,0,0,8.690 mg,1.100 mg,0.130 mg,0.117 mg,0,0,0,0,0,0,0,0.20 mcg,0.426 mg,0.0 mg,0,0,0,0,12.00 mg,0.071 mg,1.01 mg,28.00 mg,0.222 mg,276.00 mg,289.00 mg,18.9 mcg,0.60 mg,19.61 g,1.012 g,1.097 g,1.647 g,0.262 g,3.562 g,0.777 g,0.630 g,0,0.809 g,1.469 g,1.389 g,0.475 g,0.787 g,0.992 g,0.767 g,0.780 g,0.235 g,0.512 g,0.857 g,18.52 g,1.2 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,11.20 g,4.743 g,5.321 g,1.112 g,53.00 mg,0,3.56 g,0,0,47.11 g,2.2211
"Alcoholic Beverage, Claret, red, table, wine",100 g,83,0g,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01 g,0,0,0,0,0,0,0,0,0.00 g,0,0,0,0,10.2 g,0.29 g,0,0,86.38 g,0.665
"UDI'S, Whole Grain Dinner Rolls, Gluten Free",100 g,329,12g,1.4g,0,507.00 mg,0,0,0,3.790 mg,0,0.360 mg,0.380 mg,0,0,0,0,0,0,0,0,0,0,0,1.39 mg,1.39 mg,0,118.00 mg,0.259 mg,1.64 mg,96.00 mg,1.690 mg,233.00 mg,273.00 mg,25.0 mcg,1.35 mg,11.80 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.29 g,11.2 g,4.20 g,0.72 g,0.00 g,0.52 g,0.00 g,2.96 g,0.00 g,11.60 g,1.381 g,5.352 g,4.944 g,0,0,2.41 g,0,0,29.90 g,1.2236
"Nuts, boiled and steamed, chinese, chestnuts",100 g,153,0.8g,0.1g,0,2.00 mg,0,46.00 mcg,0.00 mcg,0.548 mg,0.381 mg,0.123 mg,0.110 mg,138.00 IU,7.00 mcg,0,0,0,0,0,0.00 mcg,0.281 mg,24.7 mg,0.00 IU,0,0,0,12.00 mg,0.249 mg,0.97 mg,58.00 mg,1.097 mg,66.00 mg,306.00 mg,0,0.60 mg,2.88 g,0.137 g,0.295 g,0.584 g,0.075 g,0.368 g,0.126 g,0.083 g,0,0.108 g,0.178 g,0.156 g,0.070 g,0.130 g,0.111 g,0.126 g,0.115 g,0.034 g,0.086 g,0.151 g,33.64 g,0,0,0,0,0,0,0,0,0.76 g,0.112 g,0.399 g,0.197 g,0.00 mg,0,1.14 g,0,0,61.57 g,0.5985
"Turkey, seasoned, light and dark meat, diced",100 g,138,6g,1.8g,55mg,850.00 mg,0,5.00 mcg,0.00 mcg,4.800 mg,0.589 mg,0.110 mg,0.040 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.24 mcg,0.280 mg,0.0 mg,0,0,0,0,1.00 mg,0.063 mg,1.80 mg,17.00 mg,0.013 mg,240.00 mg,310.00 mg,26.1 mcg,2.02 mg,18.70 g,1.187 g,1.313 g,1.793 g,0.210 g,2.974 g,1.123 g,0.559 g,0,0.934 g,1.447 g,1.693 g,0.522 g,0.729 g,0.866 g,0.821 g,0.813 g,0.206 g,0.707 g,0.970 g,1.00 g,0.0 g,0,0,0,0,0,0,0,6.00 g,1.750 g,1.980 g,1.530 g,55.00 mg,0,2.60 g,0,0,71.70 g,0.7581
"KELLOGG'S, Blueberry, Mini Muffin Tops, EGGO",100 g,293,10g,2.8g,28mg,586.00 mg,0,64.00 mcg,0,4.300 mg,0,0.370 mg,0.330 mg,1087.00 IU,326.00 mcg,0,0,0,0,0,1.30 mcg,0.430 mg,0,2.00 IU,0.00 mg,0.00 mg,0,217.00 mg,0,5.90 mg,13.00 mg,0,342.00 mg,66.00 mg,0,0.40 mg,5.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.80 g,1.0 g,18.10 g,0,0,0,0,0,0,10.20 g,2.800 g,2.500 g,4.000 g,28.00 mg,0,0,0,0,35.29 g,0.6118
"KELLOGG'S, Original 3-Bean Chips, BEANATURAL",100 g,487,25g,2g,0,794.00 mg,0,88.00 mcg,0,0.900 mg,0,0.090 mg,0.170 mg,0,0,0,0,0,0,0,0.00 mcg,0.150 mg,0,0.00 IU,0.00 mg,0.00 mg,0,197.00 mg,0,4.70 mg,95.00 mg,0,216.00 mg,986.00 mg,0,2.20 mg,22.90 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.50 g,14.2 g,5.30 g,0,0,0,0,0,0,25.30 g,2.000 g,19.500 g,2.600 g,0.00 mg,0,0,0,0,2.20 g,1.3832
"Pie, commercially prepared, coconut custard",100 g,260,13g,5.9g,35mg,335.00 mg,0,13.00 mcg,9.00 mcg,0.403 mg,0.238 mg,0.148 mg,0.088 mg,110.00 IU,26.00 mcg,0,0,0,0,0,0.09 mcg,0.011 mg,0.6 mg,0,0,0,0,81.00 mg,0.063 mg,0.80 mg,18.00 mg,0.210 mg,122.00 mg,175.00 mg,6.4 mcg,0.68 mg,5.90 g,0.199 g,0.284 g,0.378 g,0.085 g,1.441 g,0.164 g,0.140 g,0,0.286 g,0.482 g,0.335 g,0.121 g,0.274 g,0.546 g,0.301 g,0.216 g,0.079 g,0.224 g,0.330 g,30.20 g,1.8 g,0,0,0,0,0,0,0,13.20 g,5.854 g,5.495 g,1.170 g,35.00 mg,0,1.40 g,0,0,49.20 g,1.0108
"Fish, liver (Alaska Native), northern, pike",100 g,156,8g,,0,0,0,0,0,5.000 mg,0,0.700 mg,0.100 mg,860.00 IU,0,0,0,0,0,0,0,0,0,0,0,0,0,28.00 mg,0,2.10 mg,0,0,412.00 mg,0,0,0,16.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30 g,0,0,0,0,0,0,0,0,8.00 g,0,0,0,0,0,1.30 g,0,0,69.80 g,4.7215
"Sesbania flower, with salt, steamed, cooked",100 g,21,0.1g,,0,247.00 mg,0,57.00 mcg,0.00 mcg,0.250 mg,0,0.043 mg,0.048 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0,37.0 mg,0.00 IU,0,0,0,22.00 mg,0,0.56 mg,12.00 mg,0,21.00 mg,107.00 mg,0.7 mcg,0,1.14 g,0,0.062 g,0,0.011 g,0,0,0.023 g,0,0.061 g,0.095 g,0.057 g,0.014 g,0.062 g,0,0,0.051 g,0.017 g,0,0.069 g,5.10 g,0,0,0,0,0,0,0,0,0.05 g,0,0,0,0.00 mg,0,0.41 g,0,0,93.30 g,0.6517
